zipcode,PCT_DONORS
10001,0.36547868623340324
10002,0.16137994906228292
10003,0.4718801996672213
10004,0.5020080321285141
10005,0.4383116883116883
10006,0.411522633744856
10007,0.6036036036036037
10009,0.25986354197567485
10010,0.4902745995423341
10011,0.5267326732673268
10012,0.41135303265940903
10013,0.38767395626242546
10014,0.5159602302459445
10016,0.45205057045945113
10017,0.46498371335504884
10018,0.3554868624420402
10019,0.42575452716297785
10021,0.5703060380479735
10022,0.5654967869500741
10023,0.5648093841642229
10024,0.5408360128617363
10025,0.397732135216089
10026,0.24782608695652175
10027,0.2159214830970556
10028,0.5175879396984925
10029,0.1472496473906911
10030,0.16437364228819695
10031,0.1506895391860074
10032,0.14014014014014015
10033,0.1674641148325359
10034,0.1652046783625731
10035,0.17230169050715213
10036,0.3544235924932976
10037,0.23361034164358263
10038,0.3366093366093366
10039,0.1796759941089838
10040,0.16288755205923183
10044,0.31786542923433875
10065,0.5404896421845574
10075,0.5523215523215523
10128,0.47940298507462686
10301,0.3329646017699115
10304,0.30256410256410254
10305,0.3633056133056133
10306,0.42980157244477724
10307,0.4891304347826087
10308,0.48563006632277084
10309,0.5060402684563758
10312,0.49162393162393164
10451,0.1443254817987152
10452,0.10387469084913438
10453,0.09823078954317402
10454,0.08485229415461974
10455,0.10446927374301676
10456,0.09669462259496793
10457,0.09897094430992737
10458,0.1068326577880718
10459,0.11587376354215732
10460,0.1137459807073955
10461,0.2597998331943286
10462,0.20678391959798995
10463,0.2881505439576595
10466,0.2285800787163185
10467,0.16032425129475344
10468,0.11972027972027972
10469,0.27392638036809813
10470,0.2885117493472585
10471,0.4671385237613751
10472,0.11990240501917045
11101,0.25586854460093894
11102,0.2064384261624936
11103,0.19644527595884004
11104,0.2260586319218241
11105,0.2405446293494705
11106,0.21636119803308002
11201,0.4669902912621359
11204,0.1691616766467066
11205,0.24361702127659574
11206,0.1254054054054054
11207,0.16823935558112774
11208,0.1543517679057117
11209,0.3210876482499277
11210,0.30712612914018067
11211,0.221015649952092
11212,0.1634341867080424
11213,0.17786027674654067
11214,0.1717670286278381
11215,0.41200951248513673
11216,0.19392284055991807
11217,0.375472717450027
11218,0.23300090661831369
11219,0.11330621731551424
11220,0.07407407407407407
11221,0.15366675304483027
11222,0.23678365171035096
11223,0.19951189749847467
11224,0.18181818181818182
11225,0.2131630648330059
11226,0.18614884254830688
11228,0.2837209302325581
11229,0.26468155500413565
11230,0.23322954995754316
11231,0.37212049616066156
11232,0.12814645308924486
11233,0.1957840945384861
11235,0.24660041841004185
11236,0.30208768267223385
11237,0.10741049125728559
11238,0.3159286186384666
11354,0.14333222480877952
11368,0.11120196238757155
11372,0.195177304964539
11373,0.12492680070271325
11374,0.28334062090074336
11375,0.4084428291864691
11377,0.1760332385742401
11379,0.3657433578292821
11385,0.20464263897373244
11414,0.4297583081570997
11415,0.32570239334027057
11417,0.25797691785471827
11418,0.21335597057159025
11419,0.1896551724137931
11421,0.2134387351778656
11432,0.21923620933521923
11433,0.2278869778869779
11435,0.2204424103737605
11691,0.2065120428189117
11692,0.22427745664739884
11693,0.312280701754386
11694,0.43068181818181817
